assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
ab205e4f-54fd-4a63-9e7b-7bf807cf0b62,CM-6,Configuration Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-07-16,Self-Assessment,Compliance Team,Partially Implemented,Partially Effective,Legacy system limitation prevents full implementation,Engage vendor for implementation support,2024-12-07,Michael Clark,Assessment of CM-6 for Marketing Portal
959419bd-8e90-4859-9024-a772605ed861,AT-1,Awareness and Training,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-05,Continuous Monitoring,Risk Management,Partially Implemented,Effective,Legacy system limitation prevents full implementation,Deploy centralized logging solution,2024-08-22,Michael Clark,Assessment of AT-1 for Marketing Portal
ae5ab522-9b59-4746-954a-dae0d0c4eb59,PM-7,Program Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-21,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PM-7 for Marketing Portal
4654db43-cf17-4356-bedc-0f278c5602f7,CA-9,Assessment Authorization and Monitoring,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-07-08,Continuous Monitoring,GRC Team,Implemented,Effective,,,,,Assessment of CA-9 for Marketing Portal
eebc6321-3455-4699-acea-7f8f1a5004dc,PE-15,Physical and Environmental Protection,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-28,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PE-15 for Marketing Portal
c5acbd4f-01f9-41e2-896c-e0aeed899e80,SR-11,Supply Chain Risk Management,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-23,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SR-11 for Marketing Portal
634eb8e8-cee3-4ec3-be67-2cec37bc3091,SI-7,System and Information Integrity,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-24,Continuous Monitoring,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SI-7 for Marketing Portal
d9b2d428-d950-44bc-ad7e-99eec01a5beb,MP-4,Media Protection,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-07-23,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of MP-4 for Marketing Portal
0e4b771e-1525-4ec7-9ad6-59f99d7ddf23,PE-14,Physical and Environmental Protection,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-07-21,Continuous Monitoring,Compliance Team,Implemented,Effective,,,,,Assessment of PE-14 for Marketing Portal
8483d93b-f1bf-4a06-9321-ca8e5007eda6,AC-19,Access Control,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-05-28,Self-Assessment,GRC Team,Partially Implemented,Effective,"Control partially automated, manual steps remain",Implement automated compliance checks,2024-07-23,Michael Clark,Assessment of AC-19 for Marketing Portal
18986edc-647f-4b41-b155-5de0ddbf43eb,PS-3,Personnel Security,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-04,Self-Assessment,External Auditor - Deloitte,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Deploy configuration management solution,2024-09-07,Michael Clark,Assessment of PS-3 for Marketing Portal
1f3bb777-95f2-41ed-9fcf-9026a2aae835,PS-1,Personnel Security,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-05,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PS-1 for Marketing Portal
4ee294a4-87c3-43c3-a66d-d2a4cd1aa728,PE-4,Physical and Environmental Protection,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-07-07,External Audit,External Auditor - Deloitte,Partially Implemented,Not Effective,Manual process needs automation for compliance,Document and formalize existing procedures,2024-11-21,Michael Clark,Assessment of PE-4 for Marketing Portal
ed2e1eec-beda-43d1-afdb-7c86503fad67,PS-5,Personnel Security,faef293a-1395-4a03-b4c4-fc7d3fa45ac7,Marketing Portal,2024-06-16,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of PS-5 for Marketing Portal
8bb16d29-5ba9-4527-bcc0-c31aa481ba85,CM-2,Configuration Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-14,Internal Audit,Compliance Team,Partially Implemented,Effective,Training not yet completed for all relevant personnel,Implement automated control monitoring by Q1 2025,2026-03-25,Joseph Walker,Assessment of CM-2 for Vendor Portal
1aa5f860-062d-4118-a7c9-8e29f183153c,SA-8,System and Services Acquisition,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-16,Continuous Monitoring,External Auditor - KPMG,Implemented,Partially Effective,,,,,Assessment of SA-8 for Vendor Portal
d9cbcad5-7144-40f6-bca7-d9644338ec68,IR-8,Incident Response,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-08,Internal Audit,External Auditor - KPMG,Partially Implemented,Partially Effective,Legacy system limitation prevents full implementation,Create exception handling process,2026-01-07,Joseph Walker,Assessment of IR-8 for Vendor Portal
04ea613c-57f0-470e-a7aa-c66c6976c849,CA-1,Assessment Authorization and Monitoring,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-21,Internal Audit,Internal Audit Team,Implemented,Partially Effective,,,,,Assessment of CA-1 for Vendor Portal
be84b81e-a64f-4df8-b224-a8734dd1b718,PE-2,Physical and Environmental Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-19,Internal Audit,GRC Team,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Deploy centralized logging solution,2026-03-21,Joseph Walker,Assessment of PE-2 for Vendor Portal
3e0f1a27-0474-4478-a28d-7dcde2f4a027,PE-15,Physical and Environmental Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-06,Continuous Monitoring,External Auditor - PwC,Implemented,Effective,,,,,Assessment of PE-15 for Vendor Portal
d967891f-d860-4eb0-a30d-7b043945cb7f,PE-13,Physical and Environmental Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-09,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PE-13 for Vendor Portal
042bc91e-c6d3-447d-9d8b-0685a19d33e3,SC-22,System and Communications Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-11,External Audit,Internal Audit Team,Not Implemented,Not Effective,Process exists but not consistently followed across all teams,Deploy centralized logging solution,2026-03-13,Joseph Walker,Assessment of SC-22 for Vendor Portal
f0ec56f5-cbd8-4e08-83dd-6910d0bb42d2,PM-4,Program Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-07,Internal Audit,Risk Management,Partially Implemented,Partially Effective,Manual process needs automation for compliance,Establish evidence collection workflow,2026-03-02,Joseph Walker,Assessment of PM-4 for Vendor Portal
eb04c3c1-00f2-43b3-8544-753ec3dbdbd5,PS-1,Personnel Security,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-28,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Policy documented but evidence collection incomplete,Implement automated compliance checks,2026-06-09,Joseph Walker,Assessment of PS-1 for Vendor Portal
29487d67-44c4-48b7-bf1a-6fa1448691bf,SI-4,System and Information Integrity,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-12,Internal Audit,Internal Audit Team,Partially Implemented,Partially Effective,"Control partially automated, manual steps remain",Establish evidence collection workflow,2026-04-22,Joseph Walker,Assessment of SI-4 for Vendor Portal
ce8ca227-37de-4b4a-9eb5-c1060ebd6b74,SA-2,System and Services Acquisition,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-08,Self-Assessment,Internal Audit Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Create exception handling process,2026-05-02,Joseph Walker,Assessment of SA-2 for Vendor Portal
67745c67-a2a6-42b9-920c-4d898045141b,PL-10,Planning,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-03,Continuous Monitoring,IT Security Team,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Deploy configuration management solution,2026-03-20,Joseph Walker,Assessment of PL-10 for Vendor Portal
e834c7fe-4f1a-410f-80c8-605969f5df09,PM-6,Program Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-19,Self-Assessment,Risk Management,Not Implemented,Not Effective,"Configuration drift detected, remediation in progress",Establish evidence collection workflow,2026-04-12,Joseph Walker,Assessment of PM-6 for Vendor Portal
c566b2b1-f958-42ba-a333-86f1d879af61,SI-5,System and Information Integrity,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-17,Self-Assessment,Risk Management,Partially Implemented,Partially Effective,Third-party dependency blocking full implementation,Document and formalize existing procedures,2026-04-19,Joseph Walker,Assessment of SI-5 for Vendor Portal
cb0f4c6d-3113-4a14-93bb-ed53f5826619,SI-12,System and Information Integrity,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-22,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SI-12 for Vendor Portal
febee10b-5718-467c-b682-4bea16165648,CP-9,Contingency Planning,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-04,Internal Audit,External Auditor - KPMG,Implemented,Partially Effective,,,,,Assessment of CP-9 for Vendor Portal
421933f2-ba09-4807-8bcb-b724fdb61c03,SC-1,System and Communications Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-14,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of SC-1 for Vendor Portal
5324f66b-9e38-4938-acd6-61a78c56a661,AC-20,Access Control,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-10,Self-Assessment,Security Operations,Not Applicable,,,,,,Assessment of AC-20 for Vendor Portal
4ca1bb39-81c2-40ef-bc59-65e84bc96a08,PM-10,Program Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2026-01-03,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of PM-10 for Vendor Portal
4be225ea-ea20-4428-bb9b-40dec85ce67e,CP-4,Contingency Planning,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-19,Internal Audit,Compliance Team,Partially Implemented,Effective,Training not yet completed for all relevant personnel,Deploy configuration management solution,2026-03-04,Joseph Walker,Assessment of CP-4 for Vendor Portal
7eee4bfa-09f5-40e1-9928-e17f58da5152,PM-2,Program Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-23,Internal Audit,Security Operations,Implemented,Partially Effective,,,,,Assessment of PM-2 for Vendor Portal
06b7ca3f-67d6-473c-9fe0-e1bcb0865ff6,SA-1,System and Services Acquisition,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-01,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SA-1 for Vendor Portal
98b89475-ff65-4ae1-8ca1-0397efd3b8a5,AC-14,Access Control,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-08,External Audit,Compliance Team,Implemented,Effective,,,,,Assessment of AC-14 for Vendor Portal
b132f1ca-322d-4e17-a0a0-03951e8943fa,MP-6,Media Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-17,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of MP-6 for Vendor Portal
e77cd0c5-1b55-42b7-9e1f-35acfb4af700,SC-13,System and Communications Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-24,Internal Audit,Risk Management,Implemented,Partially Effective,,,,,Assessment of SC-13 for Vendor Portal
1ac3f92f-25b6-42af-a96e-2680d95c6138,IR-7,Incident Response,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-26,Internal Audit,GRC Team,Implemented,Partially Effective,,,,,Assessment of IR-7 for Vendor Portal
22fdf43e-0c22-4cb4-8a45-138727a81129,PS-4,Personnel Security,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-27,Continuous Monitoring,IT Security Team,Implemented,Partially Effective,,,,,Assessment of PS-4 for Vendor Portal
d0958faa-68f3-4803-a559-020c7ade0a68,IA-5,Identification and Authentication,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-20,Continuous Monitoring,GRC Team,Implemented,Effective,,,,,Assessment of IA-5 for Vendor Portal
8f569ed8-8125-446f-bdb5-fc7cb304bfd9,AT-4,Awareness and Training,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-21,Continuous Monitoring,GRC Team,Not Implemented,Not Effective,Process exists but not consistently followed across all teams,Engage vendor for implementation support,2026-01-22,Joseph Walker,Assessment of AT-4 for Vendor Portal
45858a19-6c77-4b30-93eb-8195119c9fbe,PL-2,Planning,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-09,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of PL-2 for Vendor Portal
8f2877ae-26cb-4213-843b-2090e1a67f95,SC-7,System and Communications Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-14,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of SC-7 for Vendor Portal
59a40da4-42e4-47e1-8622-19b3df184244,MA-4,Maintenance,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2026-01-01,External Audit,External Auditor - Deloitte,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Deploy configuration management solution,2026-03-04,Joseph Walker,Assessment of MA-4 for Vendor Portal
c4931da8-7943-47b1-bcb6-640b6c6739b5,PM-1,Program Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-25,Continuous Monitoring,Risk Management,Implemented,Effective,,,,,Assessment of PM-1 for Vendor Portal
a470b36f-a2b1-4e8c-ac63-b0dd12f7fe56,MA-5,Maintenance,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-08,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of MA-5 for Vendor Portal
1cb249c2-cd37-4a98-88e5-78bbac475cf3,AC-18,Access Control,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-11,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AC-18 for Vendor Portal
f66a803b-3db1-4fa1-b8a7-c70e9ee474a9,SI-2,System and Information Integrity,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-12,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of SI-2 for Vendor Portal
bced9e3c-f49b-4afc-8a20-d7b19f4f4e94,SR-8,Supply Chain Risk Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-04,External Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of SR-8 for Vendor Portal
5a9af8b4-f948-4aba-924e-a2961b231542,AU-6,Audit and Accountability,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-12,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of AU-6 for Vendor Portal
0b03209f-b676-45e7-88d9-219b83c3877f,AU-2,Audit and Accountability,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-08,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AU-2 for Vendor Portal
72fe7b8f-f5c8-40db-a873-6c5751cb7626,IR-1,Incident Response,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-25,Self-Assessment,External Auditor - Deloitte,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Create exception handling process,2026-02-12,Joseph Walker,Assessment of IR-1 for Vendor Portal
c8992bff-9cce-4dfd-a0a6-260869f2a687,PS-2,Personnel Security,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-21,External Audit,Internal Audit Team,Not Implemented,Not Effective,Integration with monitoring tools incomplete,Complete staff training program,2026-04-30,Joseph Walker,Assessment of PS-2 for Vendor Portal
7b18f584-37b8-423d-93fb-67b20f9760d0,SC-39,System and Communications Protection,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-11-07,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SC-39 for Vendor Portal
b8a1becc-162d-4b67-b6c1-7591b12254cc,PS-7,Personnel Security,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-02,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of PS-7 for Vendor Portal
59039862-7bd2-471f-9296-9c3836558a0f,IA-4,Identification and Authentication,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-25,Continuous Monitoring,GRC Team,Implemented,Partially Effective,,,,,Assessment of IA-4 for Vendor Portal
55d3fc35-1463-43ad-a8b4-012bb4b0ad02,AU-1,Audit and Accountability,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-03,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of AU-1 for Vendor Portal
0941b23a-19c4-4bd7-9aae-7bb8a75b2dfb,CM-6,Configuration Management,6597923c-0580-4e8b-8367-8126949efe3a,Vendor Portal,2025-12-01,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CM-6 for Vendor Portal
7dffba78-195c-4a6d-a548-6dfe792af57e,PE-1,Physical and Environmental Protection,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,2024-10-18,External Audit,External Auditor - Deloitte,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Create exception handling process,2025-01-21,Michael Miller,Assessment of PE-1 for Marketing Analytics Engine
fe3fff32-3a5b-42bb-9986-2bd73879bc72,CA-9,Assessment Authorization and Monitoring,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,2024-10-18,Internal Audit,Internal Audit Team,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Implement automated compliance checks,2024-11-30,Michael Miller,Assessment of CA-9 for Marketing Analytics Engine
3e581d2f-50fb-4ee1-8a0a-61faeb6738f9,AU-6,Audit and Accountability,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,2024-10-13,Internal Audit,GRC Team,Partially Implemented,Partially Effective,"Control partially automated, manual steps remain",Deploy centralized logging solution,2024-11-13,Michael Miller,Assessment of AU-6 for Marketing Analytics Engine
80c369a6-0991-49fd-a0c0-d42291a49da3,AU-5,Audit and Accountability,30c2e586-8a39-474b-a1b9-7bf7908bfeab,Marketing Analytics Engine,2024-11-15,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of AU-5 for Marketing Analytics Engine
